-0.0000	-0.0000	
0.0065	0.0001	
0.0183	-0.0001	
0.0331	-0.0001	
0.0499	-0.0001	
0.0688	-0.0006	
0.0870	-0.0007	
0.1050	-0.0007	
0.1229	-0.0003	
0.1401	-0.0002	
0.1568	-0.0000	
0.1740	-0.0002	
0.1901	-0.0002	
0.2056	-0.0000	
0.2218	-0.0006	
0.2370	-0.0004	
0.2520	-0.0002	
0.2673	-0.0004	
0.2834	0.0000	
0.2991	0.0000	
0.3147	0.0003	
0.3306	0.0006	
0.3465	0.0005	
0.3623	0.0006	
0.3789	0.0001	
0.3949	0.0002	
0.4105	0.0004	
0.4261	-0.0002	
0.4418	0.0002	
0.4574	0.0004	
0.4731	0.0004	
0.4890	0.0007	
0.5048	0.0007	
0.5201	0.0010	
0.5356	0.0011	
0.5512	0.0010	
0.5666	0.0011	
0.5825	0.0006	
0.5894	-0.0046	
0.5917	-0.0121	
0.5913	-0.0215	
0.5900	-0.0344	
0.5875	-0.0480	
0.5828	-0.0634	
0.5784	-0.0806	
0.5728	-0.0981	
0.5687	-0.1154	
0.5639	-0.1322	
0.5584	-0.1482	
0.5530	-0.1640	
0.5474	-0.1798	
0.5416	-0.1943	
0.5356	-0.2081	
0.5288	-0.2218	
0.5219	-0.2364	
0.5139	-0.2516	
0.5057	-0.2655	
0.4970	-0.2801	
0.4886	-0.2926	
0.4797	-0.3040	
0.4704	-0.3153	
0.4609	-0.3270	
0.4497	-0.3398	
0.4389	-0.3513	
0.4278	-0.3635	
0.4167	-0.3751	
0.4055	-0.3865	
0.3945	-0.3976	
0.3834	-0.4088	
0.3710	-0.4207	
0.3597	-0.4315	
0.3486	-0.4412	
0.3366	-0.4502	
0.3241	-0.4584	
0.3100	-0.4672	
0.2965	-0.4759	
0.2825	-0.4850	
0.2693	-0.4934	
0.2562	-0.5025	
0.2427	-0.5095	
0.2291	-0.5163	
0.2148	-0.5235	
0.2015	-0.5288	
0.1870	-0.5327	
0.1714	-0.5381	
0.1556	-0.5420	
0.1392	-0.5450	
0.1248	-0.5482	
0.1089	-0.5502	
0.0924	-0.5524	
0.0754	-0.5538	
0.0591	-0.5559	
0.0421	-0.5573	
0.0254	-0.5576	
0.0081	-0.5574	
-0.0088	-0.5578	
-0.0251	-0.5575	
-0.0412	-0.5573	
-0.0566	-0.5567	
-0.0727	-0.5563	
-0.0877	-0.5539	
-0.1018	-0.5522	
-0.1173	-0.5503	
-0.1315	-0.5469	
-0.1449	-0.5433	
-0.1588	-0.5396	
-0.1738	-0.5346	
-0.1877	-0.5292	
-0.2018	-0.5235	
-0.2153	-0.5176	
-0.2288	-0.5112	
-0.2424	-0.5042	
-0.2564	-0.4965	
-0.2702	-0.4884	
-0.2854	-0.4795	
-0.2991	-0.4708	
-0.3134	-0.4620	
-0.3269	-0.4534	
-0.3399	-0.4448	
-0.3530	-0.4368	
-0.3655	-0.4271	
-0.3788	-0.4155	
-0.3903	-0.4043	
-0.4024	-0.3924	
-0.4135	-0.3811	
-0.4241	-0.3701	
-0.4348	-0.3590	
-0.4451	-0.3477	
-0.4549	-0.3350	
-0.4638	-0.3224	
-0.4728	-0.3096	
-0.4804	-0.2971	
-0.4876	-0.2841	
-0.4946	-0.2711	
-0.5011	-0.2576	
-0.5071	-0.2430	
-0.5128	-0.2288	
-0.5177	-0.2133	
-0.5224	-0.1974	
-0.5271	-0.1831	
-0.5308	-0.1682	
-0.5350	-0.1533	
-0.5385	-0.1385	
-0.5416	-0.1225	
-0.5446	-0.1074	
-0.5469	-0.0908	
-0.5504	-0.0736	
-0.5513	-0.0584	
-0.5523	-0.0426	
-0.5541	-0.0256	
